applicant_id,dup_group_id,record_kind,full_name,dob,phone,pan,email,address,city,state,pincode,loan_amount,loan_purpose,applied_on
APP002829,981,original,Kavita Kumar Mehta,1970-12-13,6604695244,EAYXT9210I,kavita.kumar.mehta922@yahoo.co.in,"Flat 370, 353 Park Avenue, Anna Nagar",Indore,Madhya Pradesh,452092,4400000,Debt Consolidation,2025-12-05
APP002830,96,original,Siddharth Kumar Saxena,1986-07-25,6934922911,WARPI9893M,siddharth.kumar.saxena639@gmail.com,"158 Temple Street, Jubilee Hills",Bengaluru,Karnataka,560080,1925000,Working Capital,2025-06-08
APP002831,7833,original,Meera Rani Agarwal,1966-06-03,9884898483,URNHB0430G,meera_rani_agarwal983@gmail.com,"358 Hill View Road, Hinjewadi",Ahmedabad,Gujarat,380033,4975000,Debt Consolidation,2025-01-08
APP002832,2160,fuzzy_only,Seha Shukla,1970-03-07,6169166367,DQCHV2280Q,seha.shukla920@hotmail.com,"2th Flr, 242 Bazaar Street, HSR Layout",Noida,Uttar Pradesh,201021,675000,Equipment Purchase,2025-01-08
APP002833,1392,original,Aarav Lal Menon,1974-04-19,6592145251,SYDZW4956I,aarav_lal_menon971@yahoo.co.in,"Flat 988, 254 Gandhi Marg, Powai",Noida,Uttar Pradesh,201000,1950000,Working Capital,2025-08-22
APP002834,1731,original,Aditya Devi Patel,1973-11-27,7115960277,EJSTU9778J,aditya.devi.patel615@yahoo.co.in,"2th Floor, 40 Station Road, Salt Lake",Surat,Gujarat,395039,4325000,Debt Consolidation,2025-05-05
APP002835,1178,original,Shalini Nath Sinha,1984-02-26,9476694704,CTVDY6968U,shalini_nath_sinha125@yahoo.co.in,"Flat 1115, 25 Gandhi Marg, Powai",Indore,Madhya Pradesh,452041,950000,Working Capital,2025-03-06
APP002836,9190,hard_negative_dob_twin,Anil Rani Jain,1999-11-11,6241883200,SWZEZ2580J,anilranijain644@hotmail.com,"4th Floor, 227 Market Road, Koramangala",Kolkata,West Bengal,700073,825000,Debt Consolidation,2025-07-15
APP002837,7661,original,Harish Devi Gupta,1966-04-02,7033875156,VBMQH4407O,harish_devi_gupta976@outlook.com,"Flat 256, 270 Park Avenue, Anna Nagar",Kolkata,West Bengal,700083,1250000,Inventory Finance,2025-03-11
APP002838,3444,original,Jyoti Kumar Chopra,1986-07-03,8787053294,FMUVQ2632T,jyoti.kumar.chopra18@rediffmail.com,"11th Floor, 287 Gandhi Marg, Vasant Kunj",Hyderabad,Telangana,500083,4400000,Working Capital,2025-07-26
APP002839,1491,original,Neha Prasad Menon,1981-07-01,8040031027,RTCOA3000W,neha_prasad_menon736@gmail.com,"269 Ring Road, Hinjewadi",Coimbatore,Tamil Nadu,641071,3675000,Inventory Finance,2025-02-14
APP002840,8072,original,Yash Kumar Joshi,1997-08-01,9305425026,MSIZE2956N,yashkumarjoshi471@hotmail.com,"Flat 278, 20 Gandhi Marg, Koramangala",Mysuru,Karnataka,570054,500000,Equipment Purchase,2025-08-26
APP002841,6567,original,Shreya Nath Bhat,1998-10-07,8435856599,QSFRM3948L,shreya.nath.bhat247@rediffmail.com,"Flat 990, 330 Park Avenue, Vasant Kunj",Mysuru,Karnataka,570041,2575000,Inventory Finance,2025-06-07
APP002842,6073,original,Vikram Menon,1990-05-17,7372640326,CZYGT3181E,vikram.menon739@rediffmail.com,"14th Floor, 72 Market Road, Vasant Kunj",Noida,Uttar Pradesh,201010,275000,Inventory Finance,2025-08-14
APP002843,8013,original,Nikhil Tiwari,1973-05-13,9840510825,CUIPK4151O,nikhil.tiwari839@outlook.com,"4th Floor, 230 Church Street, Malviya Nagar",Coimbatore,Tamil Nadu,641026,950000,Inventory Finance,2025-05-01
APP002844,7139,original,Zoya Kumar Singh,1980-09-20,6766093903,GTUGO7047Q,zoyakumarsingh419@hotmail.com,"Flat 1162, 273 Gandhi Marg, Vasant Kunj",Mysuru,Karnataka,570092,3975000,Inventory Finance,2025-01-23
APP002845,3166,original,Dhruv Rani Trivedi,1992-12-12,6842974686,OYONS0492L,dhruv_rani_trivedi708@hotmail.com,"10th Floor, 354 Church Street, HSR Layout",Mysuru,Karnataka,570068,1300000,Business Expansion,2025-08-22
APP002846,140,original,Pranav Devi Dixit,1996-05-08,9401887518,NUNPY8725V,pranav.devi.dixit202@outlook.com,"77 MG Road, Vasant Kunj",Coimbatore,Tamil Nadu,641036,1750000,Debt Consolidation,2025-07-09
APP002847,6868,original,Uday Agarwal,1981-09-10,7437759570,BQRCK0080W,udayagarwal227@rediffmail.com,"10th Floor, 324 Nehru Street, Kothrud",Gurugram,Haryana,122072,4300000,Working Capital,2025-05-05
APP002848,5052,original,Swati Rani Singh,1973-05-09,6928094971,BZBTI4083M,swati.rani.singh482@yahoo.co.in,"5th Floor, 200 Park Avenue, Adyar",Delhi,Delhi,110081,3475000,Equipment Purchase,2025-03-27
APP002849,2049,original,Priya Kumar Verma,1971-03-24,6331817305,RZBSF5790W,priya.kumar.verma262@gmail.com,"Flat 302, 32 Church Street, Salt Lake",Mumbai,Maharashtra,400065,350000,Equipment Purchase,2025-01-08
APP002850,7507,original,Siddharth Lal Saxena,1983-08-05,7275941444,DYCVB4870Q,siddharth_lal_saxena209@rediffmail.com,"98 Nehru Street, Adyar",Mumbai,Maharashtra,400035,2825000,Debt Consolidation,2025-04-26
APP002851,619,original,Priya Lal Pandey,1983-08-22,8968883678,SCIBV9476F,priya_lal_pandey421@gmail.com,"24 MG Road, Rajouri Garden",Hyderabad,Telangana,500058,2575000,Business Expansion,2025-12-07
APP002852,1130,original,Vikram Devi Chopra,1984-09-01,8567718521,BRTXA1226Z,vikramdevichopra154@hotmail.com,"Flat 442, 5 Church Street, Jubilee Hills",Bengaluru,Karnataka,560088,4300000,Business Expansion,2025-02-12
APP002853,6961,original,Aditya Prasad Rao,1974-11-18,9621538639,CLHYN0095U,aditya_prasad_rao40@hotmail.com,"152 Link Road, Andheri East",Bhopal,Madhya Pradesh,462011,3375000,Inventory Finance,2025-01-23
APP002854,5627,original,Siddharth Nath Verma,1966-09-12,6495724161,TMLUZ0087L,siddharthnathverma15@gmail.com,"73 Gandhi Marg, Malviya Nagar",Bhopal,Madhya Pradesh,462050,1300000,Business Expansion,2025-10-19
APP002855,4839,original,Aarav Kumar Jain,1966-10-12,6062090032,CEOSN8789W,aarav_kumar_jain567@outlook.com,"16th Floor, 348 Ring Road, Malviya Nagar",Surat,Gujarat,395071,1050000,Personal Loan,2025-12-07
APP002856,7791,original,Mohit Rani Saxena,1970-04-23,9877246881,BRYCH3774O,mohit.rani.saxena543@hotmail.com,"4th Floor, 91 Lake Side Road, Banjara Hills",Kochi,Kerala,682031,1875000,Inventory Finance,2025-09-07
APP002857,7566,original,Prakash Devi Sharma,1967-05-07,6364966436,ZNYPL1088P,prakashdevisharma671@yahoo.co.in,"28 Church Street, Kothrud",Ahmedabad,Gujarat,380066,3775000,Equipment Purchase,2025-12-23
APP002858,6557,original,Yash Kumar Joshi,1970-01-13,6012210066,BZZSX1176R,yash_kumar_joshi388@hotmail.com,"Flat 1101, 396 MG Road, Powai",Kochi,Kerala,682076,250000,Working Capital,2025-05-01
APP002859,6754,original,Rajesh Prasad Gupta,1966-12-06,6696643762,RNGED7424R,rajeshprasadgupta518@rediffmail.com,"89 Station Road, Hinjewadi",Delhi,Delhi,110094,3725000,Inventory Finance,2025-06-26
APP002860,6212,original,Mohit Chandra Jain,1987-01-17,6029032454,WPIFG3819H,mohit.chandra.jain85@rediffmail.com,"18th Floor, 212 Lake Side Road, Aundh",Kolkata,West Bengal,700035,3850000,Working Capital,2025-08-11
APP002861,6688,original,Uday Pandey,1966-11-26,7207178742,JCSZJ1328T,udaypandey604@hotmail.com,"17th Floor, 27 Park Avenue, Indiranagar",Hyderabad,Telangana,500023,1450000,Inventory Finance,2025-04-13
APP002862,2457,original,Aditya Devi Iyer,2001-03-03,6914333555,HJIVE0408F,adityadeviiyer756@rediffmail.com,"Flat 664, 38 Market Road, Banjara Hills",Indore,Madhya Pradesh,452001,175000,Equipment Purchase,2025-08-05
APP002863,7776,original,Rekha Rani Bhat,1997-01-27,7901833366,KFSSB8586E,rekha_rani_bhat110@rediffmail.com,"299 Gandhi Marg, Rajouri Garden",Kochi,Kerala,682069,3775000,Debt Consolidation,2025-07-27
APP002864,3023,original,Sandeep Prasad Mishra,1966-12-23,6252887825,TSJJK7084R,sandeep.prasad.mishra386@hotmail.com,"Flat 267, 389 Nehru Street, Aundh",Hyderabad,Telangana,500047,3775000,Inventory Finance,2025-04-01
APP002865,302,original,Anjali Kumar Nair,1965-05-08,9626441824,JRZHJ1167R,anjalikumarnair206@yahoo.co.in,"281 Nehru Street, Indiranagar",Bengaluru,Karnataka,560075,2500000,Business Expansion,2025-07-08
APP002866,8302,original,Rajesh Kumar Mishra,1995-08-10,8564903274,SENUY0125X,rajesh.kumar.mishra586@gmail.com,"Flat 273, 45 Nehru Street, Rajouri Garden",Ahmedabad,Gujarat,380012,1350000,Inventory Finance,2025-12-08
APP002867,4828,original,Siddharth Lal Agarwal,1997-03-25,6536437268,JZWKY9462Z,siddharthlalagarwal400@yahoo.co.in,"41 Market Road, Koramangala",Chennai,Tamil Nadu,600008,2600000,Personal Loan,2025-02-15
APP002868,4282,original,Aarav Rani Chauhan,1995-08-22,9215815160,LVMTR1256W,aarav.rani.chauhan386@hotmail.com,"Flat 103, 207 Gandhi Marg, Koramangala",Mumbai,Maharashtra,400007,525000,Business Expansion,2025-07-10
APP002869,1775,original,Sanjay Kumar Desai,1975-04-20,9539521905,SKFWW4313R,sanjaykumardesai801@yahoo.co.in,"Flat 712, 262 Church Street, Kothrud",Kolkata,West Bengal,700041,2600000,Debt Consolidation,2025-04-20
APP002870,1720,original,Vishal Chandra Khanna,2000-04-06,6004519888,AFJDW2707L,vishalchandrakhanna421@hotmail.com,"90 Link Road, Rajouri Garden",Bhopal,Madhya Pradesh,462072,2600000,Personal Loan,2025-02-01
APP002871,3583,original,Deepak Pillai,1977-07-05,8599511864,RVJJO1820O,deepak.pillai753@rediffmail.com,"Flat 288, 361 Gandhi Marg, Jubilee Hills",Ahmedabad,Gujarat,380048,4750000,Business Expansion,2025-02-12
APP002872,5165,original,Pranav Rani Kulkarni,1982-05-05,8739272795,ILGNL1306P,pranav.rani.kulkarni272@rediffmail.com,"Flat 383, 110 Bazaar Street, Powai",Coimbatore,Tamil Nadu,641060,4800000,Equipment Purchase,2025-11-06
APP002873,4095,original,Sunil Lal Sinha,1972-08-13,7462289170,TCVSH5975V,sunil_lal_sinha931@outlook.com,"4th Floor, 97 Gandhi Marg, Hinjewadi",Noida,Uttar Pradesh,201003,700000,Working Capital,2025-02-28
APP002874,1757,original,Vishal Devi Patel,1981-04-07,6192461336,WCHWU7515P,vishal.devi.patel352@yahoo.co.in,"131 Market Road, Sector 45",Pune,Maharashtra,411088,1475000,Working Capital,2025-09-19
APP002875,2903,original,Suresh Chandra Mehta,1974-08-03,6845491149,OLIQG1694W,suresh.chandra.mehta951@rediffmail.com,"15th Floor, 205 Market Road, Adyar",Kochi,Kerala,682081,2075000,Personal Loan,2025-02-26
APP002876,7551,original,Farhan Kumar Shetty,1970-07-12,9184331072,ZVRYI4042Y,farhankumarshetty402@outlook.com,"17th Floor, 389 Bazaar Street, Aundh",Lucknow,Uttar Pradesh,226024,1725000,Debt Consolidation,2025-06-09
APP002877,3659,original,Arun Prasad Bhat,1968-12-12,8062553213,QOKTO2777B,arun.prasad.bhat149@rediffmail.com,"213 Bazaar Street, Adyar",Noida,Uttar Pradesh,201090,4300000,Inventory Finance,2025-05-07
APP002878,7018,original,Jyoti Kumar Sharma,1981-10-28,8063082770,VWFQQ4024M,jyoti_kumar_sharma462@gmail.com,"Flat 529, 267 MG Road, Whitefield",Mumbai,Maharashtra,400017,4300000,Inventory Finance,2025-03-06
APP002879,2264,original,Manish Rani Rao,1988-06-19,9605646803,EZGVY6492R,manish_rani_rao73@hotmail.com,"55 Lake Side Road, HSR Layout",Mumbai,Maharashtra,400099,1700000,Equipment Purchase,2025-04-07
APP002880,9062,hard_negative_dob_twin,Saurabh Devi Menon,2001-02-12,6558572714,FBJAF8306S,saurabh.devi.menon961@hotmail.com,"3th Floor, 93 Church Street, Salt Lake",Mysuru,Karnataka,570097,2825000,Working Capital,2025-09-21
APP002881,6623,original,Meera Lal Khanna,2001-11-13,7168299169,IUSRG7178O,meera_lal_khanna908@rediffmail.com,"Flat 928, 374 Gandhi Marg, Banjara Hills",Kochi,Kerala,682084,1575000,Inventory Finance,2025-11-25
APP002882,1146,original,Saurabh Lal Shetty,1966-06-14,6535894240,LCCAI9747J,saurabh_lal_shetty7@outlook.com,"246 Market Road, Sector 45",Coimbatore,Tamil Nadu,641097,3300000,Inventory Finance,2025-10-20
APP002883,3036,original,Aditya Chandra Jain,1972-12-22,9353212767,ACALQ5674D,aditya_chandra_jain890@hotmail.com,"18th Floor, 217 Station Road, Vasant Kunj",Mumbai,Maharashtra,400030,3000000,Equipment Purchase,2025-10-12
APP002884,1484,original,Vikram Nath Mishra,1994-08-20,9710581470,NXCTZ8696M,vikram_nath_mishra463@hotmail.com,"8th Floor, 119 Hill View Road, Hinjewadi",Kochi,Kerala,682033,2875000,Business Expansion,2025-08-05
APP002885,6593,original,Pooja Devi Shukla,2000-08-25,8601865829,TGGAV7900E,poojadevishukla204@gmail.com,"5th Floor, 103 Link Road, Powai",Gurugram,Haryana,122092,4625000,Business Expansion,2025-12-17
APP002886,5361,original,Kiran Kumar Chopra,2002-06-24,8532473701,HIYRI4876C,kirankumarchopra730@hotmail.com,"Flat 404, 344 Hill View Road, Adyar",Chennai,Tamil Nadu,600002,4375000,Business Expansion,2025-05-27
APP002887,7376,original,Vikram Rani Pandey,1970-05-03,8967020271,HBAAP5173Q,vikramranipandey600@rediffmail.com,"Flat 150, 359 Market Road, HSR Layout",Chennai,Tamil Nadu,600025,4025000,Working Capital,2025-06-17
APP002888,2945,original,Rajesh Nath Bhat,1981-08-07,7939510137,NWJEV7028L,rajesh.nath.bhat690@yahoo.co.in,"Flat 1159, 31 Park Avenue, Adyar",Lucknow,Uttar Pradesh,226025,1575000,Equipment Purchase,2025-11-13
APP002889,5137,adversarial,A. Nari,1975-12-07,7552612245,HBIAY8876L,a_nari497@yahoo.co.in,"Flat 593, 222 MG Road, Banjara Hills",Jaipur,Rajasthan,302027,3250000,Business Expansion,2025-12-07
APP002890,7501,original,Varun Joshi,1967-03-11,8658350326,ZXEBF2564N,varunjoshi449@yahoo.co.in,"146 Nehru Street, Hinjewadi",Jaipur,Rajasthan,302069,275000,Working Capital,2025-02-01
APP002891,3352,original,Saurabh Chandra Reddy,1965-07-17,7621298164,DOQQN1091R,saurabh.chandra.reddy521@outlook.com,"Flat 668, 220 Ring Road, Sector 45",Kochi,Kerala,682053,2300000,Inventory Finance,2025-02-17
APP002892,7730,original,Yash Sinha,1988-10-04,6471826740,VIFIR5380G,yashsinha877@hotmail.com,"11th Floor, 267 Link Road, Andheri East",Lucknow,Uttar Pradesh,226053,4800000,Working Capital,2025-06-22
APP002893,3083,original,Vikram Rani Patel,1979-11-26,6224608200,SDENU7963Z,vikramranipatel429@rediffmail.com,"130 Link Road, Powai",Mumbai,Maharashtra,400068,4700000,Business Expansion,2025-10-26
APP002894,8212,original,Rakesh Nath Patel,1990-02-27,6615651672,AVWCW8203C,rakeshnathpatel970@rediffmail.com,"114 Market Road, Indiranagar",Kolkata,West Bengal,700099,850000,Personal Loan,2025-01-09
APP002895,9187,hard_negative_dob_twin,Meera Lal Pandey,1979-07-10,9819133475,EUHUF5567R,meera_lal_pandey391@outlook.com,"248 Temple Street, Andheri East",Indore,Madhya Pradesh,452039,2750000,Inventory Finance,2025-10-13
APP002896,3230,original,Pooja Chandra Rao,1994-03-05,9658676148,SJMKO2706U,pooja_chandra_rao2@hotmail.com,"Flat 1060, 323 Temple Street, Hinjewadi",Hyderabad,Telangana,500017,200000,Working Capital,2025-01-19
APP002897,5190,original,Lakshmi Devi Bhat,1976-08-15,9273464170,FHAYX4803V,lakshmidevibhat594@outlook.com,"2th Floor, 66 Market Road, Salt Lake",Jaipur,Rajasthan,302019,3450000,Personal Loan,2025-03-12
APP002898,29,original,Ramesh Rani Kapoor,1998-11-07,9583784802,LTSFQ4687C,rameshranikapoor952@yahoo.co.in,"220 Hill View Road, Salt Lake",Lucknow,Uttar Pradesh,226066,375000,Debt Consolidation,2025-01-25
APP002899,5345,original,Chetan Nath Chauhan,1984-10-15,7046667547,QCIRZ8506X,chetan.nath.chauhan556@gmail.com,"Flat 1008, 176 Market Road, Malviya Nagar",Jaipur,Rajasthan,302051,1775000,Debt Consolidation,2025-10-15
APP002900,3155,original,Amit Prasad Menon,1997-06-13,9910020941,HLELM1715P,amitprasadmenon611@rediffmail.com,"64 Church Street, Powai",Gurugram,Haryana,122029,1425000,Business Expansion,2025-08-01
APP002901,8551,original,Ravi Chandra Menon,1992-04-09,8117782287,GRWBP6212R,ravi.chandra.menon632@yahoo.co.in,"6th Floor, 304 Station Road, Powai",Bengaluru,Karnataka,560020,2275000,Inventory Finance,2025-12-28
APP002902,4907,original,Naveen Kulkarni,1967-01-19,7118959222,CIYXZ9459F,naveenkulkarni266@yahoo.co.in,"1th Floor, 132 Park Avenue, Salt Lake",Bengaluru,Karnataka,560094,1250000,Personal Loan,2025-05-01
APP002903,8473,original,Harish Saxena,1994-11-01,9938562568,YNFTA5296M,harishsaxena373@outlook.com,"Flat 844, 190 Church Street, Hinjewadi",Delhi,Delhi,110062,475000,Working Capital,2025-09-24
APP002904,3508,original,Aarav Chandra Joshi,1977-11-25,6591546042,DDGKP7867U,aaravchandrajoshi589@rediffmail.com,"Flat 200, 136 Market Road, Jubilee Hills",Kochi,Kerala,682052,1150000,Business Expansion,2025-06-20
APP002905,2258,original,Shalini Nath Shetty,1979-04-04,9663942388,GCQNN5777R,shalini.nath.shetty992@outlook.com,"Flat 662, 237 Park Avenue, Malviya Nagar",Ahmedabad,Gujarat,380016,4050000,Business Expansion,2025-04-16
APP002906,1412,original,Nikhil Rani Joshi,1977-11-20,8455069299,LQYZG4360V,nikhil_rani_joshi483@rediffmail.com,"4th Floor, 86 Link Road, Powai",Gurugram,Haryana,122049,1550000,Business Expansion,2025-11-03
APP002907,4826,original,Saurabh Devi Sharma,1972-08-13,7835192482,EOIUT2907C,saurabh_devi_sharma417@hotmail.com,"12th Floor, 216 Temple Street, HSR Layout",Delhi,Delhi,110069,4375000,Business Expansion,2025-05-03
APP002908,2059,original,Rajesh Nath Dixit,1990-06-17,7099631476,MOMWF5830W,rajesh_nath_dixit746@rediffmail.com,"352 Gandhi Marg, Rajouri Garden",Gurugram,Haryana,122014,4800000,Personal Loan,2025-05-20
APP002909,3097,original,Arun Nath Rao,2000-02-19,6635400052,CRRVZ0705P,arunnathrao814@outlook.com,"18th Floor, 40 Temple Street, Kothrud",Ahmedabad,Gujarat,380001,2300000,Equipment Purchase,2025-09-09
APP002910,8411,original,Sneha Rani Iyer,1992-03-24,6543775733,MQFLP7515T,sneharaniiyer738@outlook.com,"14 Ring Road, Vasant Kunj",Pune,Maharashtra,411073,2725000,Working Capital,2025-05-19
APP002911,1316,original,Siddharth Chopra,1995-03-18,8352535823,PDEBW2199J,siddharth_chopra667@rediffmail.com,"13th Floor, 46 Market Road, Sector 45",Indore,Madhya Pradesh,452083,2825000,Business Expansion,2025-08-12
APP002912,5021,original,Shalini Prasad Singh,1968-08-04,8757158598,IJPAW4147C,shaliniprasadsingh219@yahoo.co.in,"4th Floor, 108 Station Road, Andheri East",Surat,Gujarat,395054,4050000,Debt Consolidation,2025-06-11
APP002913,7843,exact_key,Amit Rao,1992-10-11,9867095292,ZMDXC9409D,amit.rao570@gmail.com,"7th Floor, 82 Temple Street, HSR Layout",Hyderabad,Telangana,500042,500000,Inventory Finance,2025-05-24
APP002914,4306,original,Anjali Prasad Patel,1973-12-20,8684412736,TNAGV4928X,anjali.prasad.patel682@rediffmail.com,"2th Floor, 195 Market Road, Adyar",Mumbai,Maharashtra,400067,1550000,Working Capital,2025-08-21
APP002915,3387,original,Ishaan Prasad Mishra,1974-09-02,7533675804,NDJGJ4717V,ishaan_prasad_mishra72@gmail.com,"Flat 269, 81 Church Street, Sector 45",Jaipur,Rajasthan,302081,3375000,Business Expansion,2025-06-06
APP002916,1760,original,Siddharth Chandra Mehta,1996-03-16,6606398355,JVMFF7458P,siddharthchandramehta605@outlook.com,"202 Gandhi Marg, Vasant Kunj",Chennai,Tamil Nadu,600020,700000,Personal Loan,2025-09-05
APP002917,7,original,Ramesh Saxena,1987-01-17,9817176270,OAFHO6439Y,ramesh_saxena147@yahoo.co.in,"104 Link Road, Indiranagar",Bengaluru,Karnataka,560071,1375000,Personal Loan,2025-09-24
APP002918,6167,original,Ananya Chandra Chauhan,1970-06-23,9323080761,TBPXL5317T,ananyachandrachauhan873@hotmail.com,"Flat 193, 114 Gandhi Marg, Jubilee Hills",Bengaluru,Karnataka,560064,3825000,Personal Loan,2025-06-04
APP002919,8068,original,Jyoti Chandra Rao,1992-07-25,6324191678,QQPEJ0872P,jyoti_chandra_rao810@gmail.com,"Flat 500, 249 Market Road, Hinjewadi",Lucknow,Uttar Pradesh,226033,3175000,Inventory Finance,2025-12-22
APP002920,8766,hard_negative_household,Arjun Desai,1990-01-16,8083761914,UCHPV3031D,arjun.desai674@rediffmail.com,"5th Floor, 35 Lake Side Road, Vasant Kunj",Delhi,Delhi,110071,4050000,Debt Consolidation,2025-02-03
APP002921,7539,original,Rakesh Nath Shukla,1975-05-01,8447643176,NFOKK5912M,rakeshnathshukla671@rediffmail.com,"11th Floor, 112 Lake Side Road, Malviya Nagar",Chennai,Tamil Nadu,600008,1950000,Inventory Finance,2025-02-08
APP002922,2739,original,Rajesh Nath Chauhan,1996-09-23,6837676796,VFSXD7817R,rajesh.nath.chauhan929@yahoo.co.in,"Flat 502, 121 MG Road, Malviya Nagar",Chennai,Tamil Nadu,600075,1950000,Equipment Purchase,2025-09-02
APP002923,6909,original,Mohit Lal Nair,1966-05-12,7453745166,UZJKE5382C,mohit_lal_nair556@yahoo.co.in,"182 MG Road, Salt Lake",Ahmedabad,Gujarat,380072,3375000,Inventory Finance,2025-02-20
APP002924,3987,original,Tanvi Nath Trivedi,1983-08-23,6518085364,CFYRX9751Y,tanvi.nath.trivedi204@gmail.com,"Flat 826, 240 MG Road, Powai",Coimbatore,Tamil Nadu,641032,1800000,Debt Consolidation,2025-07-26
APP002925,3934,original,Vishal Kumar Desai,1996-09-18,8809652675,SXTOO4089D,vishal.kumar.desai207@hotmail.com,"Flat 360, 26 Ring Road, Rajouri Garden",Gurugram,Haryana,122062,425000,Personal Loan,2025-08-26
APP002926,4547,original,Ananya Chandra Kapoor,1982-03-15,7500610763,DJDAK0896N,ananya.chandra.kapoor424@gmail.com,"14th Floor, 226 Lake Side Road, Adyar",Ahmedabad,Gujarat,380006,875000,Personal Loan,2025-03-14
APP002927,6020,original,Ankit Lal Saxena,1980-06-18,7149999852,NLEIE9202I,ankit_lal_saxena193@yahoo.co.in,"303 Church Street, HSR Layout",Noida,Uttar Pradesh,201092,1950000,Working Capital,2025-02-04
APP002928,4918,original,Kiran Kumar Malhotra,1978-08-03,7496312337,WRIJT1341L,kiran.kumar.malhotra816@gmail.com,"4th Floor, 122 Bazaar Street, Anna Nagar",Surat,Gujarat,395016,4600000,Working Capital,2025-09-20
APP002929,7795,original,Sunil Kumar Mishra,1969-02-25,9497916900,EZQTL4633J,sunilkumarmishra544@hotmail.com,"Flat 228, 32 Bazaar Street, Koramangala",Bengaluru,Karnataka,560024,1675000,Inventory Finance,2025-11-13
APP002930,3108,original,Prakash Devi Shetty,1991-12-09,9274369874,OFBHL8067X,prakash.devi.shetty994@yahoo.co.in,"9th Floor, 85 Market Road, Adyar",Hyderabad,Telangana,500024,550000,Business Expansion,2025-09-22
APP002931,5933,original,Rohit Lal Tiwari,2001-09-08,7187148682,HPIFF5561C,rohit.lal.tiwari283@gmail.com,"7th Floor, 301 Market Road, HSR Layout",Bhopal,Madhya Pradesh,462037,4725000,Personal Loan,2025-03-16
APP002932,1603,original,Pranav Devi Shukla,2002-08-15,8673769085,WKAWW9587D,pranav.devi.shukla745@hotmail.com,"Flat 703, 154 Lake Side Road, Indiranagar",Kolkata,West Bengal,700083,1900000,Debt Consolidation,2025-12-02
APP002933,3181,original,Suresh Prasad Nair,1974-02-19,7548990454,GNEUC4554Y,suresh.prasad.nair986@outlook.com,"Flat 729, 52 Ring Road, Powai",Bengaluru,Karnataka,560096,1300000,Personal Loan,2025-08-16
APP002934,7014,original,Sandeep Chandra Iyer,1990-01-28,7286317859,KGNEF0190A,sandeep.chandra.iyer505@hotmail.com,"30 Bazaar Street, Banjara Hills",Pune,Maharashtra,411046,4675000,Inventory Finance,2025-09-16
APP002935,6329,original,Meera Lal Chopra,1967-01-21,8317996392,VBSJB1743Z,meera_lal_chopra886@yahoo.co.in,"14th Floor, 4 Station Road, Sector 45",Hyderabad,Telangana,500084,4950000,Inventory Finance,2025-01-01
APP002936,5613,original,Anjali Devi Kulkarni,1974-03-03,6529631832,KGMIS4756G,anjali.devi.kulkarni739@yahoo.co.in,"13th Floor, 225 Market Road, Andheri East",Hyderabad,Telangana,500090,3675000,Equipment Purchase,2025-06-28
APP002937,761,original,Rajesh Lal Chopra,1967-10-02,8603752066,ZJDKD2662O,rajesh_lal_chopra970@rediffmail.com,"12th Floor, 305 Ring Road, Whitefield",Noida,Uttar Pradesh,201006,4700000,Equipment Purchase,2025-07-28
APP002938,94,original,Rahul Lal Iyer,1965-03-16,9170815890,MMKQI7338T,rahullaliyer509@yahoo.co.in,"Flat 700, 175 Temple Street, Hinjewadi",Kochi,Kerala,682049,4650000,Inventory Finance,2025-01-06
APP002939,4706,fuzzy_only,Aditya Chandra Pattel,1970-05-04,8147538624,UXEBJ9467K,aditya.chandra.pattel526@yahoo.co.in,"13th Flr, 397 Nehru Street, Malviya Nagar",Jaipur,Rajasthan,302044,3725000,Business Expansion,2025-05-10
APP002940,3602,fuzzy_only,Gaurav Rni Singh,1978-06-02,7171065527,LTSOR6212T,gaurav.rni.singh885@gmail.com,"158 Park Avenue, Salt Lake",Kochi,Kerala,682088,3700000,Personal Loan,2025-01-16
APP002941,8451,original,Arjun Nath Khanna,1969-02-12,7834548563,MCIXP1490N,arjunnathkhanna864@outlook.com,"13th Floor, 10 Nehru Street, Indiranagar",Ahmedabad,Gujarat,380049,2975000,Business Expansion,2025-06-05
APP002942,8641,hard_negative_household,Rohit Chpora,1982-06-09,8718397421,WQRKU0270T,rohit.chpora409@yahoo.co.in,193 Ring Road Rajouri Garden,Delhi,Delhi,110078,1050000,Debt Consolidation,2025-03-04
APP002943,8359,original,Ravi Nath Reddy,1983-10-23,8238362826,JWCBX1739V,ravinathreddy731@gmail.com,"1th Floor, 362 Hill View Road, Kothrud",Bengaluru,Karnataka,560054,2450000,Debt Consolidation,2025-07-28
APP002944,3710,original,Tanvi Chandra Gupta,1978-02-23,7836647950,OZAXW7498Z,tanvi_chandra_gupta907@yahoo.co.in,"9th Floor, 295 Station Road, Koramangala",Kochi,Kerala,682094,2175000,Working Capital,2025-03-21
APP002945,1116,original,Sanjay Yadav,1996-10-05,7967007816,FEAOD2847D,sanjayyadav110@gmail.com,"14th Floor, 103 Park Avenue, Banjara Hills",Coimbatore,Tamil Nadu,641048,3875000,Business Expansion,2025-01-14
APP002946,4223,original,Gaurav Devi Gupta,1981-08-09,7068336726,DHOSP4757F,gauravdevigupta38@gmail.com,"18th Floor, 165 Hill View Road, Aundh",Delhi,Delhi,110058,275000,Personal Loan,2025-10-07
